RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8119,15608118,Tanaka,630.0,France,Female,45,8,106392.34,1,0,1,46377.06,0
5502,15605501,Dubois,500.0,Germany,Male,70,3,0.0,2,0,1,143668.99,1
8722,15608721,Dubois,577.0,Spain,male,35,8,0.0,2,1,1,167486.56,0
3321,15603320,Okafor,655.0,France,Female,89,7,99421.79,1,1,1,193766.64,1
60,15600059,Costa,717.0,Germany,Female,37,0,80611.16,1,0,1,28131.53,1
5440,15605439,Fischer,714.0,Germany,Male,40,5,137994.22,1,1,1,195826.83,0
282,15600281,Silva,645.0,Spain,Female,35,1,78613.55,1,1,1,81799.29,0
9746,15609745,Costa,661.0,France,Female,47,8,42885.95,2,1,1,65036.65,0
3349,15603348,Rossi,520.0,France,Female,36,10,63293.61,1,1,1,123032.42,0
1630,15601629,Rossi,588.0, France  ,Male,53,9,0.0,1,0,0,68615.71,1
2783,15602782,Nguyen,737.0, Spain  ,Male,65,4,0.0,1,1,0,178931.23,0
8894,15608893,Ivanov,834.0,Spain,Female,74,1,0.0,1,1,0,29565.06,1
5149,15605148,Ivanov,497.0,,Male,80,6,82310.42,2,1,0,106349.93,0
8644,15608643,Fischer,648.0,France,male,64,0,0.0,2,0,1,84857.31,1
3576,15603575,Costa,623.0,France,Female,48,6,139308.04,2,0,1,119697.84,0
7326,15607325,Schmidt,623.0,Spain,male,49,2,60766.57,2,1,1,111408.75,1
9494,15609493,Tanaka,681.0,Spain,Female,61,10,123128.14,1,1,1,199420.11,0
1277,15601276,Costa,850.0,Germany,Male,46,0,87769.76,2,1,0,40556.03,1
4048,15604047,Dubois,650.0,France,Male,50,0,0.0,1,1,0,19546.42,1
1531,15601530,Okafor,588.0,France,Female,39,2,0.0,1,1,1,33192.36,0
6992,15606991,Petrov,694.0,France,Female,49,4,49192.82,2,1,1,11600.48,0
806,15600805,Nguyen,555.0,France,Female,44,6,0.0,1,0,1,6121.24,0
9840,15609839,Tanaka,749.0,FRANCE,Female,58,5,53523.67,2,1,0,7521.07,1
1530,15601529,Moreau,542.0,Germany,female,69,6,,1,1,1,154678.12,1
6855,15606854,Schmidt,642.0,Germany,Female,63,10,79431.32,1,0,0,63810.99,1
9019,15609018,Rossi,635.0, Germany  ,Female,38,5,95341.87,2,1,1,84170.05,0
8242,15608241,Bianchi,700.0,Spain,Male,51,10,37930.93,1,1,1,32304.11,0
5667,15605666,Dubois,554.0,France,Female,75,6,0.0,1,1,1,41054.1,1
2692,15602691,Novak,400.0,Germany,Male,53,3,76133.56,2,0,1,3488.28,0
5655,15605654,Dubois,446.0,GERMANY,male,37,0,111415.9,3,0,1,172833.34,0
3055,15603054,Nguyen,580.0,Germany,Female,49,9,207842.05,1,0,0,50083.46,1
1368,15601367,Silva,568.0,Germany,Male,59,10,0.0,2,1,0,159110.77,1
5407,15605406,Kumar,665.0,France,Female,92,6,73894.84,2,1,0,142027.02,1
8617,15608616,Nguyen,456.0,Germany,Male,60,8,0.0,1,1,1,176049.87,0
2465,15602464,Silva,655.0,Germany,Male,63,9,0.0,2,0,0,30421.72,1
1,15600000,Okafor,545.0,France,Female,65,0,91958.92,2,1,0,127961.13,1
9483,15609482,Smith,580.0,Spain,Female,66,2,0.0,2,0,1,102014.94,0
4569,15604568,Kowalski,596.0,France,Male,73,6,173889.95,1,1,1,137798.15,1
6045,15606044,Fischer,555.0,France,Male,59,8,92793.74,2,1,1,42072.95,0
5073,15605072,Muller,750.0,SPAIN,Male,47,8,80710.15,1,0,1,122893.57,0
177,15600176,Kumar,648.0,France,Female,58,5,0.0,1,0,1,170652.87,1
1023,15601022,Schmidt,619.0,Spain,male,44,10,0.0,4,0,0,67897.33,0
8915,15608914,Costa,720.0,France,female,55,8,131005.23,2,1,1,171974.53,0
8705,15608704,Costa,673.0,Spain,Male,70,1,47600.39,2,1,1,8434.56,1
1287,15601286,Moreau,703.0,France,male,42,6,161702.88,1,0,1,71912.72,0
7064,15607063,Smith,831.0,Germany,Male,53,7,71145.64,1,0,1,46540.74,0
2410,15602409,Smith,592.0,FRANCE,Male,54,5,41440.25,1,1,0,64217.65,0
5909,15605908,Nguyen,827.0,Spain,Male,45,4,95415.53,2,1,1,186175.33,0
3009,15603008,Novak,517.0,Germany,male,61,1,130148.91,3,1,1,152882.78,0
5952,15605951,Petrov,604.0,FRANCE,Male,31,6,161887.21,1,0,1,197300.15,0
6544,15606543,Fischer,797.0,Spain,Female,43,1,150154.36,2,1,1,159172.14,0
2385,15602384,Muller,610.0,SPAIN,Female,65,6,0.0,1,1,0,129290.63,1
1349,15601348,Kumar,736.0,FRANCE,Female,52,7,0.0,1,1,0,11747.95,0
5417,15605416,Ivanov,706.0,Spain,Female,48,4,79229.67,1,1,0,110399.33,1
4276,15604275,Nguyen,695.0,Spain,Female,52,7,81591.76,1,1,1,158502.63,0
6675,15606674,Fischer,696.0,Spain,female,92,8,59061.7,1,1,0,53362.74,1
6441,15606440,Petrov,850.0,France,Female,73,4,139721.68,2,1,1,136389.21,0
533,15600532,Muller,774.0,Germany,Female,92,4,115582.98,2,1,0,137907.68,1
9518,15609517,Okafor,561.0,France,Female,68,0,0.0,2,1,1,76711.12,0
381,15600380,Smith,673.0,France,Female,61,6,101218.64,1,1,0,89072.61,0
9619,15609618,Tanaka,557.0, FRANCE  ,Male,45,9,38336.64,2,0,1,109096.38,0
3347,15603346,Novak,610.0,France,Male,62,5,66628.56,2,1,1,129694.19,1
7134,15607133,Schmidt,630.0,France,Female,55,2,0.0,1,1,1,23144.33,0
2682,15602681,Rossi,690.0,France,Female,77,0,144986.53,1,1,0,55279.04,0
931,15600930,Andersen,553.0,Spain,Female,42,7,0.0,4,0,1,187384.07,0
2627,15602626,Bianchi,580.0,France,Female,55,3,0.0,1,1,1,23259.67,0
2527,15602526,Silva,624.0,France,Male,47,2,0.0,2,1,0,,1
6932,15606931,Nguyen,850.0,Spain,Female,34,0,118657.29,1,1,1,185786.18,1
9474,15609473,Costa,728.0,FRANCE,Male,60,9,20215.21,1,1,0,91351.69,0
8612,15608611,Rossi,684.0,France,female,48,7,79903.51,1,0,1,85652.09,0
1060,15601059,Kowalski,674.0,Spain,Female,51,10,69587.96,2,1,0,54058.99,0
4177,15604176,Kowalski,606.0,FRANCE,Female,50,8,0.0,2,1,0,13046.39,1
7091,15607090,Costa,665.0,France,Male,52,8,118161.88,3,1,0,15110.13,0
74,15600073,Rossi,643.0,France,Female,60,8,119990.91,1,1,0,192127.13,0
5973,15605972,Silva,850.0,France,Male,49,4,77078.65,1,1,0,12103.95,0
3174,15603173,Kowalski,671.0,Germany,Male,55,3,,1,1,0,179391.25,0
2605,15602604,Nguyen,360.0,France,female,51,5,0.0,1,0,1,100787.05,0
7237,15607236,Petrov,576.0, France  ,male,59,5,38052.4,1,0,0,93812.66,0
1253,15601252,Okafor,666.0,France,Male,53,6,143254.41,2,1,0,52847.27,0
4395,15604394,Andersen,692.0, FRANCE  ,Female,63,8,158424.23,1,1,0,185392.03,1
9587,15609586,Moreau,654.0,Germany,male,59,6,0.0,1,1,0,22998.31,1
1865,15601864,Petrov,792.0, SPAIN  ,Male,67,7,101425.81,2,1,1,95682.42,1
4604,15604603,Nguyen,646.0,France,Male,42,9,0.0,1,0,1,94181.07,0
8681,15608680,Schmidt,627.0,France,Male,61,6,0.0,2,0,1,123689.96,0
8581,15608580,Muller,552.0,France,Male,40,6,89638.45,2,1,0,138035.87,1
9408,15609407,Ivanov,847.0,Spain,Male,46,0,0.0,2,1,0,9167.28,1
9478,15609477,Rossi,688.0,France,Male,75,8,0.0,2,1,1,58607.46,1
1291,15601290,Dubois,850.0, France  ,Male,72,9,0.0,2,0,1,40008.55,0
2996,15602995,Novak,649.0,France,male,69,9,41662.22,1,1,0,111623.92,1
4958,15604957,Ivanov,587.0,Spain,Male,74,1,70585.29,1,0,1,118051.78,0
6649,15606648,Fischer,686.0,Spain,female,47,10,77835.65,2,1,1,123679.01,0
456,15600455,Fischer,756.0,Germany,Male,56,5,109799.04,1,1,1,44714.72,0
6428,15606427,Fischer,615.0,SPAIN,male,64,0,0.0,4,1,1,145907.15,0
816,15600815,Petrov,713.0,France,Male,42,8,0.0,3,1,0,57627.1,0
7615,15607614,Nguyen,675.0,France,male,52,9,136644.76,2,1,0,96679.56,0
2921,15602920,Kowalski,567.0,Spain,Female,45,3,103254.79,2,0,0,115298.33,0
2639,15602638,Muller,633.0,Germany,Male,49,0,0.0,2,1,0,142941.55,1
9264,15609263,Tanaka,410.0, SPAIN  ,Female,42,6,0.0,2,1,1,192815.11,0
5673,15605672,Bianchi,702.0, France  ,male,70,9,129508.59,2,1,0,8795.97,0
3131,15603130,Ivanov,488.0,Spain,Male,55,7,0.0,1,1,0,82557.64,1
9991,15609990,Kowalski,714.0, SPAIN  ,Female,54,5,0.0,2,1,0,99776.48,1
8037,15608036,Bianchi,423.0,France,Female,63,4,128929.04,3,1,0,68773.02,0
4701,15604700,Schmidt,778.0,Spain,Female,59,1,122655.33,2,0,1,112917.74,0
2778,15602777,Moreau,544.0,Germany,Female,45,9,0.0,1,1,1,114041.5,0
2223,15602222,Smith,522.0,France,female,71,1,0.0,1,0,0,33046.18,1
8545,15608544,Rossi,734.0,France,Female,47,1,0.0,1,0,0,74092.47,0
7098,15607097,Rossi,636.0,GERMANY,Male,51,3,67645.86,1,1,1,164056.8,1
7545,15607544,Tanaka,586.0,France,Male,42,9,143197.92,1,1,0,64444.56,0
8160,15608159,Silva,625.0,Germany,Male,76,9,0.0,2,1,1,147745.22,0
5281,15605280,Kumar,736.0, Spain  ,Female,90,5,88026.24,4,1,1,122915.01,1
3720,15603719,Garcia,664.0,Germany,female,47,10,0.0,2,1,0,160391.24,1
9423,15609422,Silva,836.0,Spain,Male,88,1,86302.12,2,1,1,127401.4,1
7524,15607523,Kowalski,494.0,FRANCE,Female,62,0,0.0,2,1,1,94938.87,1
5752,15605751,Dubois,696.0,France,Male,64,6,0.0,2,0,1,180650.53,0
3874,15603873,Silva,839.0,Spain,Female,52,7,96546.49,2,0,1,74998.32,0
1204,15601203,Nguyen,685.0,France,Male,61,8,97525.17,1,1,1,86579.1,0
1406,15601405,Muller,677.0,France,female,40,6,71243.92,2,1,1,27939.56,0
1700,15601699,Bianchi,496.0,France,Female,63,0,0.0,1,1,1,18278.71,0
7824,15607823,Silva,642.0,France,Male,51,1,76725.15,1,1,0,141919.65,0
6164,15606163,Rossi,742.0,SPAIN,Male,72,3,144057.85,2,1,1,92667.17,0
4719,15604718,Tanaka,607.0,France,Female,46,0,53399.15,2,1,0,93843.04,0
9677,15609676,Petrov,656.0,Spain,Male,49,7,89362.22,1,1,1,23893.35,0
4879,15604878,Costa,817.0,Germany,Female,63,4,128440.11,2,1,0,5489.55,1
5928,15605927,Fischer,625.0,France,Male,52,7,24805.12,2,1,0,138343.69,0
164,15600163,Tanaka,686.0, Spain  ,female,48,3,105376.52,2,1,0,186120.86,0
2048,15602047,Andersen,521.0,France,Male,36,9,115484.21,2,1,0,178209.95,0
6967,15606966,Moreau,609.0,Germany,Male,52,1,106642.03,1,1,1,143022.31,0
6343,15606342,Costa,768.0,France,Female,47,4,33965.1,2,0,1,175400.33,1
3361,15603360,Bianchi,669.0,Spain,Male,48,0,52661.38,2,1,0,,0
5295,15605294,Moreau,576.0, SPAIN  ,Female,50,2,0.0,2,1,1,147734.02,0
8601,15608600,Petrov,593.0,France,Male,53,10,77362.95,1,0,1,118432.36,0
4119,15604118,Dubois,496.0,Spain,Female,73,2,0.0,2,0,0,54866.77,1
5867,15605866,Kumar,653.0,France,Female,52,2,0.0,3,1,0,197267.27,0
3413,15603412,Dubois,800.0,FRANCE,Male,51,7,0.0,1,1,1,20031.0,0
5102,15605101,Andersen,527.0,Spain,Female,62,3,0.0,2,1,1,82523.24,0
642,15600641,Moreau,715.0, France  ,Male,36,8,20891.03,1,1,1,158423.86,0
6751,15606750,Kumar,471.0,France,Male,47,8,93681.89,2,0,1,118243.02,0
1344,15601343,Fischer,652.0,France,female,41,5,0.0,1,0,1,148094.1,0
4481,15604480,Silva,601.0,GERMANY,Male,54,9,61693.57,1,1,0,192246.96,0
889,15600888,Smith,809.0,France,male,40,7,0.0,1,0,0,187918.4,1
3928,15603927,Muller,578.0,Germany,Male,62,7,0.0,1,1,1,55680.51,0
532,15600531,Muller,725.0,France,Male,38,3,68292.13,1,1,0,53516.15,1
6032,15606031,Kumar,614.0,Germany,Male,49,10,141716.93,1,0,0,174300.44,0
8003,15608002,Garcia,799.0,Spain,Male,86,4,0.0,2,0,1,42143.65,1
7484,15607483,Muller,417.0, FRANCE  ,Male,62,7,56700.83,2,0,0,35928.7,1
7250,15607249,Costa,654.0, Germany  ,Male,30,4,0.0,2,1,1,189218.11,0
7876,15607875,Novak,561.0,Germany,Male,48,0,108404.5,2,1,1,84008.73,0
1796,15601795,Dubois,841.0,Germany,Male,55,9,41405.66,1,1,1,70242.15,0
6785,15606784,Dubois,848.0,France,Male,64,10,125625.62,1,1,1,175264.16,0
9329,15609328,Tanaka,521.0,FRANCE,Female,58,10,0.0,2,1,1,195803.66,0
6029,15606028,Andersen,657.0, France  ,Male,43,10,0.0,2,1,0,141713.87,0
2110,15602109,Garcia,586.0,Germany,female,59,3,116192.85,2,1,1,48466.29,0
5682,15605681,Nguyen,595.0,Spain,Male,56,3,107045.22,2,1,0,138317.37,0
3167,15603166,Kumar,685.0,Germany,male,38,4,198861.04,1,0,0,180615.18,0
267,15600266,Tanaka,661.0, France  ,Female,46,7,0.0,1,1,1,136261.68,0
3764,15603763,Novak,594.0,Germany,Female,50,8,134360.07,2,0,1,116573.58,0
812,15600811,Schmidt,824.0,Germany,Female,68,6,117429.39,2,0,1,49863.7,0
361,15600360,Petrov,632.0, Germany  ,Female,72,10,75572.83,1,1,0,20627.68,1
1461,15601460,Nguyen,653.0,Germany,Female,58,6,99586.83,1,1,0,181670.36,1
953,15600952,Novak,670.0, Germany  ,Male,68,0,0.0,1,1,0,181837.17,1
2161,15602160,Petrov,526.0, Germany  ,Female,56,1,0.0,1,1,1,139098.11,1
1800,15601799,Andersen,703.0,France,Female,46,7,157560.32,2,0,0,173828.42,0
7469,15607468,Moreau,695.0,France,male,84,4,46622.55,1,1,1,132740.54,0
8125,15608124,Nguyen,596.0,France,Male,49,9,3807.33,1,1,0,66404.97,1
7001,15607000,Moreau,654.0, Germany  ,Male,88,0,0.0,2,1,1,79300.59,1
3338,15603337,Okafor,544.0,France,Male,40,2,0.0,2,1,0,134937.03,0
9773,15609772,Petrov,572.0,France,female,36,4,0.0,1,0,1,171775.22,0
5428,15605427,Rossi,599.0,Spain,Male,52,8,0.0,1,1,0,62238.53,0
7712,15607711,Dubois,619.0,Germany,Female,39,0,11112.79,2,1,0,41939.05,0
8933,15608932,Fischer,622.0,Germany,Female,59,9,109690.82,1,0,0,43292.48,1
8947,15608946,Okafor,753.0, Germany  ,Male,47,9,0.0,2,0,0,13694.36,1
6565,15606564,Smith,783.0,GERMANY,Female,46,10,35083.19,1,1,0,34106.05,0
2101,15602100,Moreau,498.0,France,Male,35,2,0.0,2,1,0,122695.02,0
8479,15608478,Novak,534.0, France  ,Male,63,9,137292.97,2,1,0,40105.39,0
6725,15606724,Garcia,586.0,France,Male,46,5,0.0,1,0,0,127084.15,1
5176,15605175,Muller,746.0,Spain,female,61,6,136018.03,2,0,0,193739.82,0
9370,15609369,Bianchi,675.0,France,Female,46,7,0.0,2,1,1,61693.72,0
4232,15604231,Moreau,702.0,Spain,Male,50,2,0.0,2,1,1,177442.74,0
9693,15609692,Fischer,688.0,Germany,Female,53,8,0.0,1,1,1,3456.84,0
2192,15602191,Tanaka,671.0,France,Female,54,8,0.0,2,1,1,79112.36,0
8404,15608403,Petrov,539.0,Spain,Female,55,9,148996.93,2,1,1,158513.19,0
3165,15603164,Rossi,451.0,France,male,74,5,64239.6,2,1,1,99817.57,1
8467,15608466,Ivanov,650.0,France,Female,56,1,30159.45,2,1,1,61716.89,0
9285,15609284,Smith,678.0,SPAIN,Female,60,4,0.0,2,0,1,6433.73,1
89,15600088,Nguyen,544.0,France,Female,44,10,0.0,4,1,1,159694.09,0
2325,15602324,Kumar,657.0,Spain,male,41,6,94845.37,1,1,1,105563.09,0
8491,15608490,Tanaka,441.0,France,male,59,2,0.0,2,1,0,18002.62,0
8013,15608012,Okafor,624.0,Germany,Female,45,0,84737.19,1,1,1,71216.73,0
3777,15603776,Andersen,663.0,Germany,Male,75,6,82163.28,2,1,1,181162.13,0
316,15600315,Costa,786.0,Germany,female,55,10,0.0,2,1,0,155581.16,0
7759,15607758,Petrov,629.0,France,Male,55,6,0.0,1,0,1,145557.95,0
3118,15603117,Novak,846.0,Spain,male,59,5,61827.32,2,1,0,169979.64,0
4619,15604618,Novak,828.0,FRANCE,Female,39,6,25742.31,3,0,1,140876.54,0
2021,15602020,Kowalski,510.0,Germany,Male,45,4,0.0,3,1,1,35075.05,0
2003,15602002,Ivanov,628.0,Spain,Female,63,1,139331.79,1,0,1,15915.3,0
2975,15602974,Smith,488.0,Spain,Female,70,1,0.0,1,0,1,136483.62,0
1276,15601275,Kumar,819.0,France,male,39,1,0.0,3,1,1,73632.09,1
7278,15607277,Petrov,627.0,Germany,Male,49,5,0.0,2,0,1,113894.94,0
529,15600528,Moreau,653.0,SPAIN,Female,67,5,0.0,1,0,1,87412.62,1
6189,15606188,Rossi,558.0,France,Male,39,0,79067.38,3,1,0,129441.61,1
4405,15604404,Garcia,479.0,Spain,Female,37,2,,1,0,0,23115.44,0
3599,15603598,Garcia,846.0,Spain,Male,38,3,115306.21,2,0,0,18873.38,0
5231,15605230,Rossi,708.0, Germany  ,Female,69,8,70401.64,2,0,1,161581.51,1
3682,15603681,Smith,747.0,Spain,Female,60,4,118420.3,1,1,0,,0
1319,15601318,Tanaka,703.0,Germany,Male,92,2,0.0,1,1,1,151729.06,1
6744,15606743,Smith,523.0,Germany,Female,81,0,36581.22,1,1,1,91970.0,1
7086,15607085,Schmidt,574.0, Germany  ,Female,52,1,101670.65,2,1,0,183688.04,1
5779,15605778,Kumar,835.0,Germany,Female,80,8,125256.17,1,1,1,96953.4,0
3035,15603034,Okafor,488.0,France,Male,44,5,33668.62,2,1,1,88908.21,0
6384,15606383,Smith,672.0,Spain,Female,72,8,89780.07,1,1,1,107242.22,1
4812,15604811,Dubois,706.0,Spain,female,50,8,113337.16,1,1,0,38885.5,0
9435,15609434,Tanaka,631.0,Germany,Male,66,10,73393.6,2,1,1,82984.95,0
1167,15601166,Smith,644.0,Germany,Male,44,9,0.0,2,1,1,148025.74,0
4726,15604725,Silva,742.0,FRANCE,Male,69,3,0.0,1,0,0,4058.59,1
9868,15609867,Garcia,850.0,France,Female,44,7,0.0,2,0,0,24511.91,0
9446,15609445,Garcia,729.0,Germany,Female,38,9,92326.42,1,0,1,28293.43,0
6237,15606236,Petrov,675.0,Germany,Male,62,7,70227.79,1,1,0,26820.8,0
1223,15601222,Bianchi,582.0,Spain,Male,69,6,0.0,1,1,0,79460.58,1
6605,15606604,Tanaka,574.0,France,Female,61,2,0.0,1,1,0,124072.55,1
4944,15604943,Schmidt,569.0,GERMANY,Female,49,7,56151.74,2,1,0,81667.02,0
4256,15604255,Kowalski,552.0,Spain,Male,78,10,67736.34,3,1,1,1722.06,1
6884,15606883,Muller,598.0,FRANCE,Female,71,3,54423.25,2,1,1,47419.08,0
1983,15601982,Okafor,526.0,Spain,male,44,7,81035.33,1,0,0,110103.34,0
9442,15609441,Tanaka,614.0,Germany,Male,48,2,70463.64,1,1,1,76242.29,1
4021,15604020,Rossi,567.0,France,Female,82,1,99070.69,1,1,0,84345.07,1
8564,15608563,Ivanov,652.0,France,Female,48,6,77417.61,2,0,0,136073.01,0
3483,15603482,Nguyen,621.0,France,female,46,0,117853.47,1,1,1,151829.75,0
7067,15607066,Smith,649.0,France,Female,69,1,0.0,2,1,1,174647.12,0
1539,15601538,Kumar,636.0,FRANCE,Male,44,6,81765.81,1,0,0,62467.32,0
9951,15609950,Tanaka,527.0,France,Male,40,7,73815.94,2,1,0,71304.75,1
2745,15602744,Muller,682.0,France,Female,74,10,88390.55,1,1,0,79692.59,0
1554,15601553,Novak,631.0,France,Female,46,10,75765.74,1,0,0,112136.45,0
7342,15607341,Ivanov,658.0,France,Female,65,10,86487.09,1,1,1,51693.53,0
2818,15602817,Schmidt,592.0,France,Female,58,8,0.0,2,1,0,110380.2,0
9318,15609317,Fischer,656.0,Germany,Male,58,3,95778.35,4,1,0,188541.04,0
7961,15607960,Ivanov,629.0,Spain,Female,66,8,105710.39,2,0,1,127114.95,0
8811,15608810,Moreau,,Spain,Male,62,0,133760.61,1,1,1,65773.53,0
2382,15602381,Tanaka,657.0, Germany  ,Male,44,7,73769.8,3,1,1,47518.68,0
5187,15605186,Schmidt,716.0,Germany,Female,50,10,0.0,1,1,0,40760.67,0
4527,15604526,Smith,477.0,France,Male,90,2,180559.56,2,1,1,172192.82,0
3525,15603524,Garcia,711.0,Germany,Male,52,9,123306.85,2,0,0,57424.36,1
2630,15602629,Smith,578.0,FRANCE,Male,70,3,0.0,1,1,0,111342.58,0
7448,15607447,Tanaka,685.0,Germany,female,68,4,71899.23,1,1,1,28257.52,1
4124,15604123,Garcia,660.0, Spain  ,Female,67,0,77722.86,1,1,0,55801.25,0
9581,15609580,Silva,662.0,Spain,Female,46,4,0.0,2,1,0,125258.57,0
2767,15602766,Ivanov,768.0,Germany,Female,76,7,0.0,2,1,0,34325.61,1
1657,15601656,Petrov,785.0,France,Male,67,7,62989.5,1,1,0,72533.79,1
4819,15604818,Andersen,742.0,Germany,Female,69,4,0.0,2,1,1,72504.1,1
7897,15607896,Schmidt,719.0, France  ,Female,47,1,52380.05,1,1,0,27603.0,0
7744,15607743,Dubois,835.0,Spain,male,59,8,29235.12,3,1,0,188777.4,0
1844,15601843,Petrov,594.0,Germany,male,47,7,0.0,1,1,1,114848.04,0
6843,15606842,Silva,611.0,Spain,Female,65,6,55072.4,2,0,1,69115.71,0
3152,15603151,Dubois,701.0,Germany,Female,42,0,0.0,1,1,0,4802.79,1
9878,15609877,Novak,608.0, France  ,Male,50,0,223902.29,1,0,0,35286.98,1
3387,15603386,Nguyen,675.0,Spain,Male,63,3,130750.77,1,1,1,191429.61,0
5047,15605046,Nguyen,723.0,France,Female,33,8,199977.39,2,1,1,42010.23,0
4026,15604025,Rossi,806.0,France,Male,70,1,0.0,2,1,0,141381.35,1
9026,15609025,Schmidt,522.0,Germany,Male,63,8,104755.17,3,0,0,14442.93,0
427,15600426,Schmidt,823.0,France,male,47,6,0.0,2,1,0,137055.71,0
4095,15604094,Bianchi,538.0,Spain,Female,40,6,75679.35,2,1,1,127982.15,0
5575,15605574,Kumar,628.0,Germany,Female,54,3,0.0,2,1,0,4023.21,0
1924,15601923,Tanaka,638.0,France,female,41,5,148741.95,1,1,0,58173.67,1
6224,15606223,Garcia,590.0,SPAIN,Male,74,7,0.0,1,1,0,71900.13,1
1749,15601748,Petrov,626.0,Spain,Female,86,9,0.0,2,1,1,28535.46,0
7055,15607054,Moreau,598.0,France,Male,69,10,122218.55,2,1,1,29681.01,0
8597,15608596,Bianchi,569.0,Germany,Male,49,8,52303.63,1,1,0,170004.53,0
8684,15608683,Rossi,686.0,Germany,Female,39,2,0.0,1,0,1,69032.82,1
6178,15606177,Andersen,663.0,France,female,49,6,0.0,1,1,1,101189.84,0
6899,15606898,Moreau,637.0, France  ,Female,59,1,0.0,3,1,0,106792.54,1
9017,15609016,Ivanov,528.0,France,Female,62,8,59859.12,2,1,0,148666.73,1
2543,15602542,Bianchi,636.0,France,Male,59,8,65582.13,1,1,0,74734.16,0
8186,15608185,Petrov,574.0,Germany,Female,45,2,135932.68,3,0,1,137688.67,0
3516,15603515,Bianchi,696.0, France  ,male,40,10,0.0,2,1,0,39502.42,0
7032,15607031,Nguyen,497.0,Spain,Male,55,9,0.0,2,0,0,61729.82,1
9959,15609958,Kowalski,612.0,Spain,Male,51,9,112483.2,2,1,1,181525.33,0
5808,15605807,Bianchi,510.0,Spain,female,60,6,96193.97,1,1,0,11318.26,0
4970,15604969,Petrov,552.0,Spain,Male,71,8,46734.76,2,1,1,85955.11,0
7020,15607019,Garcia,756.0,France,female,41,3,0.0,2,1,1,51177.19,1
6388,15606387,Costa,486.0,France,female,63,9,68430.58,3,0,0,99735.84,0
6157,15606156,Okafor,788.0,France,Female,42,5,0.0,1,1,0,161993.47,1
9466,15609465,Kowalski,607.0,Germany,Male,68,1,0.0,1,1,0,100684.18,1
6549,15606548,Fischer,717.0,Germany,female,39,4,72352.1,3,1,0,98248.78,0
7242,15607241,Novak,689.0,GERMANY,Male,49,1,98947.85,1,0,1,36987.44,1
7364,15607363,Muller,650.0,France,Male,58,2,89263.04,2,1,0,60640.36,1
7477,15607476,Bianchi,668.0,Germany,Female,54,2,16233.68,1,1,0,132662.75,0
1842,15601841,Okafor,796.0,France,Female,78,1,99450.75,1,1,0,13825.86,1
5401,15605400,Schmidt,750.0,FRANCE,Female,65,10,103726.25,2,1,1,71396.88,1
1210,15601209,Bianchi,824.0,Spain,Female,55,5,0.0,2,1,1,185776.35,0
475,15600474,Novak,571.0, Spain  ,male,61,9,0.0,2,1,0,191130.42,0
3312,15603311,Tanaka,708.0,France,Male,32,2,0.0,1,0,0,122629.46,1
8408,15608407,Novak,658.0,GERMANY,Female,45,4,73507.31,1,0,1,161386.18,1
8849,15608848,Ivanov,665.0,France,Female,79,1,0.0,4,1,0,67191.62,0
4597,15604596,Schmidt,624.0,France,Female,40,5,0.0,2,0,1,196517.7,0
3236,15603235,Fischer,720.0,Spain,Female,41,3,36885.77,2,0,1,31413.42,0
7657,15607656,Petrov,691.0,Germany,Female,37,8,0.0,2,1,0,192917.37,1
9508,15609507,Silva,760.0,Spain,Female,36,3,0.0,1,1,1,102651.99,0
7449,15607448,Kumar,835.0, FRANCE  ,Male,50,9,40198.32,2,1,0,81050.07,0
5061,15605060,Andersen,510.0,France,Female,49,8,43433.03,2,1,0,4792.18,0
4408,15604407,Muller,646.0,Germany,Male,41,10,63172.67,1,1,0,3881.29,0
132,15600131,Fischer,725.0,France,Female,56,8,0.0,2,1,1,196766.21,1
5411,15605410,Smith,613.0,Germany,Female,33,6,140258.86,1,0,0,170245.06,0
1342,15601341,Rossi,793.0,Spain,Male,76,7,108801.69,3,0,0,18216.88,0
2185,15602184,Novak,626.0,France,Female,51,6,29654.69,1,1,1,187260.96,1
9389,15609388,Tanaka,510.0,France,Female,40,0,0.0,2,1,1,186355.8,0
8787,15608786,Dubois,688.0,France,male,70,0,0.0,2,1,1,132367.71,1
6729,15606728,Rossi,546.0,France,Male,92,9,58681.46,2,0,1,187082.79,0
9003,15609002,Costa,706.0,Germany,Female,57,6,0.0,1,1,0,145254.42,0
7947,15607946,Kumar,725.0,France,Female,51,8,71750.99,2,0,0,102134.26,0
248,15600247,Tanaka,696.0,Germany,male,45,7,0.0,2,0,0,1450.76,1
9257,15609256,Silva,651.0,Spain,Male,45,5,126214.72,2,1,0,187570.35,0
30,15600029,Tanaka,601.0,Spain,Female,53,5,142466.59,1,1,0,162966.41,1
1120,15601119,Silva,670.0,France,Female,57,2,143665.55,1,1,0,124355.88,1
5828,15605827,Costa,445.0,France,female,85,6,0.0,2,1,0,1507.28,1
7571,15607570,Costa,528.0,France,male,50,5,0.0,1,1,0,26245.09,1
7408,15607407,Costa,580.0,France,Male,59,8,131722.83,1,1,1,184151.93,0
7574,15607573,Bianchi,633.0,France,Male,64,4,48890.44,1,1,0,60424.45,1
